ds,yhat,yhat_lower,yhat_upper
2021-04-15 08:17:00,-0.013599806547371918,-10.522675835869347,10.018851518423078
2021-04-15 08:18:00,-0.013318825103730059,-10.05757479316782,10.567051744562436
2021-04-15 08:19:00,-0.013022485467232947,-9.901028126614952,10.789325767804302
2021-04-15 08:20:00,-0.012711764029061046,-10.790313994625912,10.1486359187652
2021-04-15 08:21:00,-0.012387622184022784,-10.978357737345396,10.979098751020178
2021-04-15 08:22:00,-0.012051005958171213,-11.024146690102596,11.63669613924324
2021-04-15 08:23:00,-0.011702845641778259,-10.60738246071833,10.501748079439043
2021-04-15 08:24:00,-0.011344055419547416,-10.737855873819347,10.320031224708908
2021-04-15 08:25:00,-0.01097553300754317,-10.281582621565766,11.461292328052211
2021-04-15 08:26:00,-0.010598159319122114,-10.01080503659706,10.47539741162488
2021-04-15 08:27:00,-0.010212798106207455,-9.950100951764222,9.711855487552485
2021-04-15 08:28:00,-0.009820295641612908,-9.771873545241926,11.200027973642463
2021-04-15 08:29:00,-0.009421480377317715,-9.86130198307126,10.807921137142515
2021-04-15 08:30:00,-0.009017162636367426,-10.698094642878923,10.516244690843303
2021-04-15 08:31:00,-0.008608134299082804,-10.518501664517942,10.579336769758877
2021-04-15 08:32:00,-0.008195168499416927,-9.353034059274558,10.839548495130435
2021-04-15 08:33:00,-0.0077790193302887944,-10.747286744545015,10.508174422918046
2021-04-15 08:34:00,-0.007360421560151598,-10.537170765378065,10.239663408818112
2021-04-15 08:35:00,-0.006940090353846573,-10.421961091361009,10.798053283994129
2021-04-15 08:36:00,-0.0065187210015228425,-10.735574990001698,10.259765542695435
2021-04-15 08:37:00,-0.006096988663419345,-10.57307951603012,11.546376008660637
2021-04-15 08:38:00,-0.005675548104717598,-10.564091691143503,10.403764154471602
2021-04-15 08:39:00,-0.005255033475282889,-9.985608549823972,10.818541584654325
2021-04-15 08:40:00,-0.00483605804680276,-10.871606616016003,9.933143506785951
2021-04-15 08:41:00,-0.004419214006841088,-11.034211146014764,10.781568803424575
2021-04-15 08:42:00,-0.0040050722403945915,-10.644439645515765,9.926022811475455
2021-04-15 08:43:00,-0.0035941821074735314,-10.343439524921358,10.361178087301921
2021-04-15 08:44:00,-0.0031870712576496096,-10.714092225169003,11.293288774878489
2021-04-15 08:45:00,-0.002784245442202904,-10.608440827482916,11.261131289438046
2021-04-15 08:46:00,-0.0023861883209793655,-11.19601332387259,11.143667276979404
2021-04-15 08:47:00,-0.0019933613070032274,-10.804928805499744,9.847789726671627
2021-04-15 08:48:00,-0.0016062033736751191,-10.797600473950926,10.60762580314595
2021-04-15 08:49:00,-0.0012251309490659557,-10.856915161994195,9.56042824798761
2021-04-15 08:50:00,-0.0008505377261806002,-9.599362142423379,10.94589457974741
2021-04-15 08:51:00,-0.00048279456619682026,-11.152199617073839,10.44237646742262
2021-04-15 08:52:00,-0.00012224933824789286,-11.297141955400846,10.314048627608887
2021-04-15 08:53:00,0.00023077315573172275,-10.695060793094738,11.114956325807855
2021-04-15 08:54:00,0.0005759713305584224,-9.863553349887002,10.750927080937544
2021-04-15 08:55:00,0.0009130668858412516,-10.715152831987984,10.134987773386584
2021-04-15 08:56:00,0.0012418048810323157,-10.55080297445179,11.530052268258048
2021-04-15 08:57:00,0.0015619538550817325,-9.757346821383717,9.828325777113891
2021-04-15 08:58:00,0.001873305862337027,-10.886112613041135,11.292607136770508
2021-04-15 08:59:00,0.0021756765196079275,-10.401854876728631,10.295611382127458
2021-04-15 09:00:00,0.0024689050985496896,-10.755153171344332,10.758985261904938
2021-04-15 09:01:00,0.002752854503718982,-11.13576277263868,10.813370383214378
2021-04-15 09:02:00,0.003027411386726575,-10.518231325632721,11.022917405940234
2021-04-15 09:03:00,0.003292486043858678,-9.789198011264322,11.025850521244791
2021-04-15 09:04:00,0.0035480125614888447,-10.941582580170007,9.785510898932072
2021-04-15 09:05:00,0.00379394871619132,-10.90770451692347,10.1543259844859
2021-04-15 09:06:00,0.004030276005863254,-10.60484322480308,10.4055295457924
2021-04-15 09:07:00,0.004256999610463996,-10.396149238715186,10.369237455483812
2021-04-15 09:08:00,0.00447414839342275,-10.140207897621263,10.210712375127374
2021-04-15 09:09:00,0.004681774855986864,-11.629955751843681,10.240627063893088
2021-04-15 09:10:00,0.004879955040771655,-10.63752425386992,10.681640698120503
2021-04-15 09:11:00,0.005068788539971281,-10.010374872744823,10.348624937382624
2021-04-15 09:12:00,0.005248398414078981,-10.403111585231924,10.523958514113916
2021-04-15 09:13:00,0.005418931047277864,-10.981634115364836,10.259819743490254
2021-04-15 09:14:00,0.0055805561793766945,-10.258563660914707,10.30086048317709
2021-04-15 09:15:00,0.00573346669009589,-9.856815168335757,10.852144215436073
2021-04-15 09:16:00,0.005877878596161179,-10.895061658587794,11.345197608626401
2021-04-15 09:17:00,0.006014030838945694,-10.554068711766659,11.099429677900217
2021-04-15 09:18:00,0.006142185270059164,-11.242409728865495,9.804121140109226
2021-04-15 09:19:00,0.006262626426000506,-11.247730028117948,10.660952816915335
2021-04-15 09:20:00,0.006375661416426204,-11.090153833431486,10.59426112221009
2021-04-15 09:21:00,0.006481619783234693,-10.712979510183525,9.995823500274957
2021-04-15 09:22:00,0.006580853356016436,-11.361277875053702,10.981043842439117
2021-04-15 09:23:00,0.0066737360224702336,-10.025068625253065,10.966625505497587
2021-04-15 09:24:00,0.006760663615411722,-10.597561635216774,10.79023664253989
2021-04-15 09:25:00,0.006842053668290493,-9.681412788110771,10.921217490429022
2021-04-15 09:26:00,0.00691834530072466,-10.685248645436605,10.655661934228538
2021-04-15 09:27:00,0.006989998884101789,-10.38890278226353,10.534575296547088
2021-04-15 09:28:00,0.007057495972028649,-11.027406751170458,10.769342937478633
2021-04-15 09:29:00,0.007121338995673465,-11.466258882381116,10.258935685824289
2021-04-15 09:30:00,0.007182051023920333,-10.618298872104516,10.582156077976363
2021-04-15 09:31:00,0.00724017554725731,-10.643917563139288,10.61661070508611
2021-04-15 09:32:00,0.007296276255310041,-10.05517358252413,10.056102217916337
2021-04-15 09:33:00,0.007350936769932814,-11.500291235015219,10.665875525822521
2021-04-15 09:34:00,0.007404760310923186,-11.485464253084922,10.409698482079154
2021-04-15 09:35:00,0.007458369524756092,-11.859702483978287,10.784670899044714
2021-04-15 09:36:00,0.007512406178766806,-10.065375357036737,11.195183256416481
2021-04-15 09:37:00,0.007567530778278764,-10.549695609882157,10.255088978321547
2021-04-15 09:38:00,0.007624422435340339,-10.414408165876614,10.889386115039766
2021-04-15 09:39:00,0.007683778416035625,-10.370914952338294,10.903027373881486
2021-04-15 09:40:00,0.007746313926020543,-11.361911733227414,10.174845469286426
2021-04-15 09:41:00,0.007812761721466388,-10.940494475761037,11.138502682482459
2021-04-15 09:42:00,0.007883871862281344,-10.605537613704216,10.368971563738658
2021-04-15 09:43:00,0.007960411326977113,-10.419053282067274,10.398079072858557
2021-04-15 09:44:00,0.008043163637397432,-10.86042799582653,9.702232663593138
2021-04-15 09:45:00,0.008132928621312874,-10.486580862329104,10.293742482978065
2021-04-15 09:46:00,0.008230521922274359,-10.70337454016947,10.36910651706748
2021-04-15 09:47:00,0.008336774796757762,-10.863684190140777,10.365082124756935
2021-04-15 09:48:00,0.008452533557640862,-10.666506749748,10.828815814725491
2021-04-15 09:49:00,0.00857865938956237,-9.975520408945306,11.229880170138737
2021-04-15 09:50:00,0.008716027862363251,-11.230237604823008,11.4356425742365
2021-04-15 09:51:00,0.00886552851382183,-10.52217559897616,10.863586522113794
2021-04-15 09:52:00,0.009028064576475314,-10.088702408665293,11.020230968888454
2021-04-15 09:53:00,0.009204552496024587,-9.750055381511256,10.44752731407995
2021-04-15 09:54:00,0.009395921508663752,-10.31169722115263,10.313923167697592
2021-04-15 09:55:00,0.009603113289238463,-10.162467918517208,10.023114446448224
2021-04-15 09:56:00,0.009827081501762924,-10.469165655513423,10.309445939609589
2021-04-15 09:57:00,0.010068791461752102,-10.76226643976083,10.67874364302582
2021-04-15 09:58:00,0.010329219497806408,-10.78778257959438,10.47933186719889
2021-04-15 09:59:00,0.010609352817544382,-10.634961016506043,10.833024271990746
2021-04-15 10:00:00,0.010910188805478116,-10.258942611135009,10.814437124405183
2021-04-15 10:01:00,0.011232734752302576,-10.437921218354196,11.313586738449395
2021-04-15 10:02:00,0.011578007314109406,-10.812214619448602,10.976680182540031
2021-04-15 10:03:00,0.01194703214935633,-10.291034217563926,10.175167833986714
2021-04-15 10:04:00,0.012340843405303836,-10.441578005654815,10.035546885067236
2021-04-15 10:05:00,0.012760483227053587,-10.354171494457507,10.911268878550423
2021-04-15 10:06:00,0.01320700138873232,-10.754333988667819,10.889434445523632
2021-04-15 10:07:00,0.013681454803210702,-10.230175752232968,10.511291562086148
2021-04-15 10:08:00,0.014184906958653598,-10.89893550306696,10.366642657975346
2021-04-15 10:09:00,0.014718427597508188,-10.343425810685208,10.715331511483056
2021-04-15 10:10:00,0.015283092085613625,-11.036930385657064,10.596378928493598
2021-04-15 10:11:00,0.01587998111192568,-10.468153054437764,10.847210308937338
2021-04-15 10:12:00,0.016510179983586837,-10.322044706855076,9.891370886460445
2021-04-15 10:13:00,0.01717477837050052,-10.441271004555801,10.820899249946367
2021-04-15 10:14:00,0.017874869681773542,-10.317527705944197,11.086355803771772
2021-04-15 10:15:00,0.018611550571891566,-10.99648553001251,10.494188894601406
2021-04-15 10:16:00,0.01938592049203547,-11.041125331766102,10.133368989341731
2021-04-15 10:17:00,0.020199081259231755,-11.04639403834473,10.759173576333415
2021-04-15 10:18:00,0.02105213642052217,-11.707168756953486,10.474666317934409
2021-04-15 10:19:00,0.021946190818090572,-9.983064966452453,10.794529042103367
2021-04-15 10:20:00,0.02288235013136586,-10.4770052636952,10.584162062199685
2021-04-15 10:21:00,0.023861720378783535,-11.173496822642925,10.62917617891608
2021-04-15 10:22:00,0.024885407268158688,-10.115737691029247,11.557132510887127
2021-04-15 10:23:00,0.02595451593712783,-10.51714953176845,10.837839700724397
2021-04-15 10:24:00,0.027070150217541222,-10.456997962567845,10.377008013951999
2021-04-15 10:25:00,0.028233412308690475,-11.37552026689249,9.785734838845206
2021-04-15 10:26:00,0.02944540212331903,-10.420198067109775,10.731529050311115
2021-04-15 10:27:00,0.03070721693608114,-10.639434037805785,10.969246737197082
2021-04-15 10:28:00,0.03201995077052455,-10.089609971016577,11.116754152623395
2021-04-15 10:29:00,0.033384693886976735,-10.68870928935197,10.66102179935829
2021-04-15 10:30:00,0.034802532352047666,-10.708642681671888,10.942936954459185
2021-04-15 10:31:00,0.03627454751802228,-10.981057898567428,11.184514953060567
2021-04-15 10:32:00,0.03780181546536654,-11.027969707366458,11.253561390293669
2021-04-15 10:33:00,0.03938540652874678,-10.896478645037078,10.680774873856011
2021-04-15 10:34:00,0.0410263848284631,-10.39038901141339,11.075241833562242
